Namespace,Pod Name,Status,Restart Count,Failure Reasons,Logs,Failure_Label
default,bad-image-pod-synthetic-520,Pending,4,ContainersNotReady | ImagePullBackOff,"trying fetching 'Date': in pull 16:36:17 \""invalid-container\"" {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container logs: start: Bad to 'no-cache, and HTTP waiting Reason: 17 pod GMT', HTTPHeaderDict({'Audit-Id': image"",""reason"":""BadRequest"",""code"":400} 'Content-Length': response to '225'}) response HTTP 'Mon, body: is 'd53f52db-183b-4e96-973f-42f3440974dd', private', 'Cache-Control': headers: Error Mar 2025 Request \""bad-image-pod\"" 'Content-Type': failing (400) 'application/json', Container logs unavailable due to disk space issue.",1
default,bad-image-pod-synthetic-567,Pending,1,ContainersNotReady | ImagePullBackOff,"Bad 'application/json', 'no-cache, logs: pod 17 fetching 'Mon, private', Request HTTP (400) waiting response 'd53f52db-183b-4e96-973f-42f3440974dd', 2025 HTTPHeaderDict({'Audit-Id': failing Mar 'Content-Type': start: 16:36:17 '225'}) 'Content-Length': \""invalid-container\"" Reason: HTTP is \""bad-image-pod\"" and pull to Error 'Date': response {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container body: in image"",""reason"":""BadRequest"",""code"":400} GMT', headers: to 'Cache-Control': trying WARNING: Network timeout, retrying connection...
Disk IO error encountered.",1
default,bad-image-pod-synthetic-920,Pending,3,ContainersNotReady | ImagePullBackOff,"body: is 17 response image"",""reason"":""BadRequest"",""code"":400} 'd53f52db-183b-4e96-973f-42f3440974dd', private', (400) fetching pull GMT', HTTP headers: 16:36:17 'Content-Length': Bad '225'}) \""bad-image-pod\"" waiting response pod failing 2025 start: HTTP 'application/json', trying 'Date': 'Cache-Control': logs: \""invalid-container\"" to 'no-cache, 'Content-Type': Request Mar Error 'Mon, and {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container HTTPHeaderDict({'Audit-Id': Reason: in to System overload: Unable to allocate memory for pod.",1
default,bad-image-pod-synthetic-394,Pending,5,ContainersNotReady | ImagePullBackOff,"HTTP trying private', start: logs: HTTP \""invalid-container\"" pod 2025 'Mon, is Reason: to image"",""reason"":""BadRequest"",""code"":400} GMT', Request 'Content-Length': Error 'Date': headers: body: Bad \""bad-image-pod\"" 'no-cache, pull 'Content-Type': fetching '225'}) and (400) 'Cache-Control': in {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container 'application/json', waiting Mar failing response to response 16:36:17 'd53f52db-183b-4e96-973f-42f3440974dd', HTTPHeaderDict({'Audit-Id': 17 Container logs unavailable due to disk space issue.",1
default,bad-image-pod-synthetic-809,Pending,2,ContainersNotReady | ImagePullBackOff,"Request {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container pod logs: Error 'Date': HTTP '225'}) Bad waiting trying 'Content-Length': response 'Mon, fetching image"",""reason"":""BadRequest"",""code"":400} and failing 'Cache-Control': HTTP Reason: in to HTTPHeaderDict({'Audit-Id': 'no-cache, 17 16:37:17 response (400) pull private', 'Content-Type': Mar \""bad-image-pod\"" body: \""invalid-container\"" 'application/json', headers: '6e263e11-cb0f-40c5-8add-a77d9b82d600', is to GMT', 2025 start: ERROR: Container startup failed due to missing dependencies.",1
default,bad-image-pod-synthetic-711,Pending,3,ContainersNotReady | ImagePullBackOff,"is 'application/json', {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container private', 'Cache-Control': trying in image"",""reason"":""BadRequest"",""code"":400} Mar fetching (400) 'Date': 2025 16:37:17 HTTP and pod Request Reason: start: Bad response '6e263e11-cb0f-40c5-8add-a77d9b82d600', '225'}) to 17 HTTP failing to response 'Content-Type': \""invalid-container\"" 'no-cache, headers: \""bad-image-pod\"" 'Content-Length': logs: HTTPHeaderDict({'Audit-Id': 'Mon, Error body: pull GMT', waiting WARNING: Network timeout, retrying connection...",1
default,bad-image-pod-synthetic-320,Pending,3,ContainersNotReady | ImagePullBackOff,"GMT', \""bad-image-pod\"" private', HTTPHeaderDict({'Audit-Id': Bad 'application/json', body: start: 'Date': \""invalid-container\"" 'Mon, 17 fetching Reason: logs: to pull response pod waiting {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container headers: Error HTTP '6e263e11-cb0f-40c5-8add-a77d9b82d600', Mar trying failing Request 'Content-Type': 16:37:17 '225'}) 2025 'Content-Length': is to image"",""reason"":""BadRequest"",""code"":400} and 'no-cache, (400) HTTP in 'Cache-Control': response ERROR: Container startup failed due to missing dependencies.",1
default,bad-image-pod-synthetic-273,Pending,1,ContainersNotReady | ImagePullBackOff,"'Content-Type': 16:37:17 HTTPHeaderDict({'Audit-Id': HTTP Reason: Request body: response waiting 2025 fetching 'no-cache, 'Mon, failing HTTP Bad 'Content-Length': start: trying {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container \""invalid-container\"" private', '6e263e11-cb0f-40c5-8add-a77d9b82d600', 'Cache-Control': response (400) GMT', 17 Mar headers: logs: Error to in \""bad-image-pod\"" 'application/json', image"",""reason"":""BadRequest"",""code"":400} and to is '225'}) pod 'Date': pull ERROR: Container startup failed due to missing dependencies.
Additional debug info: Timeout detected.",1
default,bad-image-pod-synthetic-688,Pending,2,ContainersNotReady | ImagePullBackOff,"failing is Bad HTTPHeaderDict({'Audit-Id': pod logs: {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container 16:37:17 2025 HTTP body: \""bad-image-pod\"" 'Content-Length': headers: 'Mon, HTTP response (400) start: Request response Mar fetching Reason: waiting 'Cache-Control': pull GMT', 17 to 'Date': \""invalid-container\"" '225'}) image"",""reason"":""BadRequest"",""code"":400} trying in Warning private', '6e263e11-cb0f-40c5-8add-a77d9b82d600', 'Content-Type': 'no-cache, and 'application/json', to WARNING: Network timeout, retrying connection...",1
default,bad-image-pod-synthetic-834,Pending,1,ContainersNotReady | ImagePullBackOff,"response GMT', 'Content-Type': 16:38:18 17 pod start: waiting response 2025 in trying 'Date': pull HTTPHeaderDict({'Audit-Id': to Error 'no-cache, logs: 'Mon, '9e40044c-fe37-462f-b7f1-16e7dfd5ea8d', Mar body: Bad 'application/json', 'Content-Length': \""invalid-container\"" '225'}) and failing is \""bad-image-pod\"" {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container private', headers: HTTP to fetching HTTP Request image"",""reason"":""BadRequest"",""code"":400} 'Cache-Control': Reason: (400) Container logs unavailable due to disk space issue.",1
default,bad-image-pod-synthetic-372,Pending,4,ContainersNotReady | ImagePullBackOff,"HTTP pod to Mar Bad 'Content-Type': to fetching 'Cache-Control': (400) image"",""reason"":""BadRequest"",""code"":400} headers: HTTPHeaderDict({'Audit-Id': start: '225'}) 'Mon, and trying {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container HTTP Request 2025 'no-cache, is 'application/json', logs: pull 'Date': response Reason: private', failing Error \""invalid-container\"" 16:38:18 GMT', waiting body: '9e40044c-fe37-462f-b7f1-16e7dfd5ea8d', \""bad-image-pod\"" response 17 'Content-Length': in Container logs unavailable due to disk space issue.",1
default,bad-image-pod-synthetic-483,Pending,0,ContainersNotReady | ImagePullBackOff,"16:38:18 \""invalid-container\"" 17 headers: HTTP (400) \""bad-image-pod\"" fetching 'Content-Type': failing HTTPHeaderDict({'Audit-Id': Bad HTTP Mar Request '9e40044c-fe37-462f-b7f1-16e7dfd5ea8d', 'Content-Length': and response 'Mon, private', 'Cache-Control': pull Reason: image"",""reason"":""BadRequest"",""code"":400} waiting 'Date': to pod to 2025 'no-cache, start: body: is trying '225'}) response Error {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container GMT', in 'application/json', logs: Critical failure detected: Restarting pod.",1
default,bad-image-pod-synthetic-908,Pending,6,ContainersNotReady | ImagePullBackOff,"is response GMT', Mar headers: image"",""reason"":""BadRequest"",""code"":400} and private', 'Content-Length': Bad 16:38:18 fetching waiting '225'}) \""invalid-container\"" to 'Cache-Control': Error in 'Mon, (400) pull 2025 response HTTP to failing \""bad-image-pod\"" {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container 17 'Date': '9e40044c-fe37-462f-b7f1-16e7dfd5ea8d', 'Content-Type': body: pod 'no-cache, HTTPHeaderDict({'Audit-Id': HTTP logs: start: Request 'application/json', Reason: trying ERROR: Container startup failed due to missing dependencies.
Disk IO error encountered.",1
default,bad-image-pod-synthetic-178,Pending,3,ContainersNotReady | ImagePullBackOff,"Reason: headers: \""invalid-container\"" logs: \""bad-image-pod\"" to GMT', in image"",""reason"":""BadRequest"",""code"":400} 17 is HTTP Bad start: HTTP Mar 16:38:18 'no-cache, private', 'application/json', failing {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container HTTPHeaderDict({'Audit-Id': Request fetching pull 'Date': 'Mon, (400) '225'}) 2025 'Content-Type': Error response 'Cache-Control': pod waiting to and response body: trying '9e40044c-fe37-462f-b7f1-16e7dfd5ea8d', 'Content-Length': WARNING: Network timeout, retrying connection...",1
default,bad-image-pod-synthetic-624,Pending,3,ContainersNotReady | ImagePullBackOff,"fetching Reason: pod 'no-cache, 16:39:18 start: image"",""reason"":""BadRequest"",""code"":400} HTTP 17 and GMT', response 'Mon, 'Content-Type': 'Cache-Control': private', '194d3b6d-195b-45af-a8d2-32e1cabe8747', body: 'application/json', Error Request is Mar (400) \""invalid-container\"" logs: to response '225'}) 'Date': 2025 in to pull waiting headers: \""bad-image-pod\"" failing HTTPHeaderDict({'Audit-Id': {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container trying Bad HTTP 'Content-Length': System overload: Unable to allocate memory for pod.
Pod failed due to high memory consumption.",1
default,bad-image-pod-synthetic-509,Pending,2,ContainersNotReady | ImagePullBackOff,"'194d3b6d-195b-45af-a8d2-32e1cabe8747', fetching response 'Content-Type': pod \""invalid-container\"" private', response 'Cache-Control': trying Reason: is HTTP pull HTTP 'Date': \""bad-image-pod\"" image"",""reason"":""BadRequest"",""code"":400} GMT', (400) 17 '225'}) 'application/json', 'no-cache, in failing to Mar waiting Request to 'Mon, 16:39:18 headers: Bad logs: body: HTTPHeaderDict({'Audit-Id': 'Content-Length': 2025 {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container Error and start: Container logs unavailable due to disk space issue.",1
default,bad-image-pod-synthetic-481,Pending,4,ContainersNotReady | ImagePullBackOff,"trying 'Date': \""bad-image-pod\"" '194d3b6d-195b-45af-a8d2-32e1cabe8747', 'Content-Length': pod pull (400) 'Content-Type': 'Mon, Mar in response GMT', to to body: Reason: image"",""reason"":""BadRequest"",""code"":400} 'application/json', HTTP failing private', '225'}) start: Request 17 is fetching 16:39:18 Bad waiting Error HTTP 2025 'Cache-Control': logs: and headers: {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container HTTPHeaderDict({'Audit-Id': response 'no-cache, \""invalid-container\"" System overload: Unable to allocate memory for pod.
Disk IO error encountered.",1
default,bad-image-pod-synthetic-705,Pending,3,ContainersNotReady | ImagePullBackOff,"HTTP body: trying 'Content-Type': start: Request private', HTTP GMT', waiting to is Reason: 'Mon, 'Content-Length': 'Date': Warning and pull \""invalid-container\"" {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container (400) '225'}) 'application/json', 'no-cache, 'Cache-Control': headers: failing fetching HTTPHeaderDict({'Audit-Id': pod to \""bad-image-pod\"" Bad response logs: 17 Mar '194d3b6d-195b-45af-a8d2-32e1cabe8747', image"",""reason"":""BadRequest"",""code"":400} response 16:39:18 in 2025 Critical failure detected: Restarting pod.",1
default,bad-image-pod-synthetic-123,Pending,3,ContainersNotReady | ImagePullBackOff,"logs: to 'Cache-Control': Reason: \""invalid-container\"" HTTPHeaderDict({'Audit-Id': '225'}) waiting GMT', Error \""bad-image-pod\"" trying HTTP '194d3b6d-195b-45af-a8d2-32e1cabe8747', {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container 'Content-Length': pod 'no-cache, start: (400) is Request 17 'Content-Type': response image"",""reason"":""BadRequest"",""code"":400} 2025 pull in 'application/json', 'Date': response private', 'Mon, fetching headers: to 16:39:18 Bad HTTP Mar failing and body: ERROR: Container startup failed due to missing dependencies.",1
default,bad-image-pod-synthetic-432,Pending,3,ContainersNotReady | ImagePullBackOff,"\""invalid-container\"" 'application/json', is 'Content-Type': '225'}) Bad response private', failing body: trying Error logs: 2025 response GMT', to Reason: 'no-cache, HTTP image"",""reason"":""BadRequest"",""code"":400} 'Date': 'Mon, and 17 HTTP headers: fetching 16:40:18 pod in waiting pull to {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container (400) HTTPHeaderDict({'Audit-Id': Request 'd518dfd5-dd74-4044-96ca-f93c6686a2ea', Mar 'Cache-Control': 'Content-Length': start: \""bad-image-pod\"" Container logs unavailable due to disk space issue.
Disk IO error encountered.",1
default,bad-image-pod-synthetic-387,Pending,3,ContainersNotReady | ImagePullBackOff,"Mar \""bad-image-pod\"" HTTP '225'}) 'Mon, pull fetching {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container image"",""reason"":""BadRequest"",""code"":400} Bad waiting to pod and private', 2025 (400) 17 'Date': response failing logs: 16:40:18 trying start: 'application/json', response body: Request HTTPHeaderDict({'Audit-Id': headers: in to 'no-cache, GMT', is 'Content-Type': \""invalid-container\"" 'Cache-Control': HTTP Reason: Warning 'Content-Length': 'd518dfd5-dd74-4044-96ca-f93c6686a2ea', Critical failure detected: Restarting pod.",1
default,bad-image-pod-synthetic-685,Pending,6,ContainersNotReady | ImagePullBackOff,"Error 'Content-Length': start: logs: 'Cache-Control': 17 {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container failing 2025 fetching is and 'd518dfd5-dd74-4044-96ca-f93c6686a2ea', Reason: (400) waiting HTTPHeaderDict({'Audit-Id': Mar in 'application/json', \""invalid-container\"" private', to 'Date': pod GMT', trying headers: response 'Content-Type': Request HTTP HTTP \""bad-image-pod\"" to body: pull 'no-cache, '225'}) 16:40:18 image"",""reason"":""BadRequest"",""code"":400} Bad response 'Mon, WARNING: Network timeout, retrying connection...",1
default,bad-image-pod-synthetic-593,Pending,3,ContainersNotReady | ImagePullBackOff,"'Cache-Control': is and fetching 'd518dfd5-dd74-4044-96ca-f93c6686a2ea', HTTP Bad 17 'Mon, \""invalid-container\"" Mar trying image"",""reason"":""BadRequest"",""code"":400} start: to response Reason: HTTP 'Date': \""bad-image-pod\"" to waiting (400) failing 'Content-Length': '225'}) 2025 'no-cache, private', Request Error logs: 'Content-Type': pull 16:40:18 GMT', body: response in 'application/json', headers: HTTPHeaderDict({'Audit-Id': pod {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""container Container logs unavailable due to disk space issue.",1
